Materials-1,Materials-2,Electrolyte concentration ,Electrolyte,ElectrodeConfiguration,Cell Configuration,Voltagewindow ,Specific surface area ,Pore volume ,Pore size ,Scan rate,Current density,CycleNumber,Capacitance 
PVDF,Carbon nanofibre,6.00,KOH,three electrode system,Swagelok,1.00,83.00,0.39,5.23,252.50,0.30,2500,23.55
PVDF,Carbon nanofibre,6.00,KOH,three electrode system,Swagelok,1.00,83.00,0.39,5.23,252.50,0.35,2500,22.62
PVDF,Carbon nanofibre,6.00,KOH,three electrode system,Swagelok,1.00,83.00,0.39,5.23,252.50,0.40,2500,21.40
PVDF,Carbon nanofibre,6.00,KOH,three electrode system,Swagelok,1.00,83.00,0.39,5.23,252.50,0.45,2500,20.80
PVDF,Carbon nanofibre,6.00,KOH,three electrode system,Swagelok,1.00,83.00,0.39,5.23,252.50,0.50,2500,20.37
PVDF,Carbon nanofibre,6.00,KOH,three electrode system,Swagelok,1.00,83.00,0.39,5.23,252.50,0.55,2500,20.43
PVDF,Carbon nanofibre,6.00,KOH,three electrode system,Swagelok,1.00,83.00,0.39,5.23,252.50,0.60,2500,20.35
PVDF,Carbon nanofibre,6.00,KOH,three electrode system,Swagelok,1.00,83.00,0.39,5.23,252.50,0.65,2500,20.08
PVDF,Carbon nanofibre,6.00,KOH,three electrode system,Swagelok,1.00,83.00,0.39,5.23,252.50,0.70,2500,20.07
PVDF,Carbon nanofibre,6.00,KOH,three electrode system,Swagelok,1.00,83.00,0.39,5.23,252.50,0.75,2500,19.81
PVDF,Carbon nanofibre,6.00,KOH,three electrode system,Swagelok,1.00,83.00,0.39,5.23,252.50,0.80,2500,19.81
PVDF,Carbon nanofibre,6.00,KOH,three electrode system,Swagelok,1.00,83.00,0.39,5.23,252.50,0.85,2500,19.59
PVDF,Carbon nanofibre,6.00,KOH,three electrode system,Swagelok,1.00,83.00,0.39,5.23,252.50,0.90,2500,19.54
PVDF,Carbon nanofibre,6.00,KOH,three electrode system,Swagelok,1.00,83.00,0.39,5.23,252.50,0.95,2500,19.56
PVDF,Carbon nanofibre,6.00,KOH,three electrode system,Swagelok,1.00,83.00,0.39,5.23,252.50,1.00,2500,19.27
PVDF,Carbon nanofibre,6.00,KOH,three electrode system,Swagelok,1.00,83.00,0.39,5.23,252.50,1.05,2500,19.28
PVDF,Carbon nanofibre,6.00,KOH,three electrode system,Swagelok,1.00,83.00,0.39,5.23,252.50,1.10,2500,19.22
PVDF,Carbon nanofibre,6.00,KOH,three electrode system,Swagelok,1.00,83.00,0.39,5.23,252.50,1.15,2500,19.01
PVDF,Carbon nanofibre,6.00,KOH,three electrode system,Swagelok,1.00,83.00,0.39,5.23,252.50,1.20,2500,19.01
PVDF,Carbon nanofibre,6.00,KOH,three electrode system,Swagelok,1.00,83.00,0.39,5.23,252.50,1.25,2500,19.01
PVDF,Carbon nanofibre,6.00,KOH,three electrode system,Swagelok,1.00,83.00,0.39,5.23,252.50,1.30,2500,19.04
PVDF,Carbon nanofibre,6.00,KOH,three electrode system,Swagelok,1.00,83.00,0.39,5.23,252.50,1.35,2500,18.97
PVDF,Carbon nanofibre,6.00,KOH,three electrode system,Swagelok,1.00,83.00,0.39,5.23,252.50,1.40,2500,18.65
PVDF,Carbon nanofibre,6.00,KOH,three electrode system,Swagelok,1.00,83.00,0.39,5.23,252.50,1.45,2500,18.74
PVDF,Carbon nanofibre,6.00,KOH,three electrode system,Swagelok,1.00,83.00,0.39,5.23,252.50,1.50,2500,18.74
PVDF,Carbon nanofibre,6.00,KOH,three electrode system,Swagelok,1.00,83.00,0.39,5.23,252.50,1.55,2500,18.74
PVDF,Carbon nanofibre,6.00,KOH,three electrode system,Swagelok,1.00,83.00,0.39,5.23,252.50,1.60,2500,18.74
PVDF,Carbon nanofibre,6.00,KOH,three electrode system,Swagelok,1.00,83.00,0.39,5.23,252.50,1.65,2500,18.74
PVDF,Carbon nanofibre,6.00,KOH,three electrode system,Swagelok,1.00,83.00,0.39,5.23,252.50,1.70,2500,18.77
PVDF,Carbon nanofibre,6.00,KOH,three electrode system,Swagelok,1.00,83.00,0.39,5.23,252.50,1.75,2500,18.74
PVDF,Carbon nanofibre,6.00,KOH,three electrode system,Swagelok,1.00,83.00,0.39,5.23,252.50,1.80,2500,18.77
PVDF,Carbon nanofibre,6.00,KOH,three electrode system,Swagelok,1.00,83.00,0.39,5.23,252.50,1.85,2500,18.47
PVDF,Carbon nanofibre,6.00,KOH,three electrode system,Swagelok,1.00,83.00,0.39,5.23,252.50,1.90,2500,18.47
PVDF,Carbon nanofibre,6.00,KOH,three electrode system,Swagelok,1.00,83.00,0.39,5.23,252.50,1.95,2500,18.47
PVDF,Carbon nanofibre,6.00,KOH,three electrode system,Swagelok,1.00,83.00,0.39,5.23,252.50,2.00,2500,18.58
PAN/Graphene,CNF(PG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,477.15,0.15,5.00,55.00,1.20,100,94.59
PAN/Graphene,CNF(PG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,477.15,0.15,5.00,55.00,1.80,100,91.41
PAN/Graphene,CNF(PG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,477.15,0.15,5.00,55.00,2.40,100,89.19
PAN/Graphene,CNF(PG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,477.15,0.15,5.00,55.00,3.00,100,87.40
PAN/Graphene,CNF(PG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,477.15,0.15,5.00,55.00,3.60,100,85.61
PAN/Graphene,CNF(PG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,477.15,0.15,5.00,55.00,4.20,100,84.85
PAN/Graphene,CNF(PG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,477.15,0.15,5.00,55.00,4.80,100,83.15
PAN/Graphene,CNF(PG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,477.15,0.15,5.00,55.00,5.40,100,82.01
PAN/Graphene,CNF(PG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,477.15,0.15,5.00,55.00,6.00,100,80.56
PAN/Graphene,CNF(PG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,477.15,0.15,5.00,55.00,6.60,100,79.08
PAN/Graphene,CNF(PG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,477.15,0.15,5.00,55.00,7.20,100,78.12
PAN/Graphene,CNF(PG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,477.15,0.15,5.00,55.00,7.80,100,77.27
PAN/Graphene,CNF(PG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,477.15,0.15,5.00,55.00,8.40,100,76.24
PAN/Graphene,CNF(PG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,477.15,0.15,5.00,55.00,9.00,100,74.74
PAN/Graphene,CNF(PG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,477.15,0.15,5.00,55.00,9.60,100,73.34
PAN/Graphene,CNF(PG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,477.15,0.15,5.00,55.00,10.20,100,72.43
PAN/Graphene,CNF(PG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,477.15,0.15,5.00,55.00,10.80,100,71.63
PAN/Graphene,CNF(PG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,477.15,0.15,5.00,55.00,11.40,100,70.45
PAN/Graphene,CNF(PG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,477.15,0.15,5.00,55.00,12.00,100,69.69
PAN/Graphene,CNF(PG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,477.15,0.15,5.00,55.00,12.60,100,69.40
PAN/Graphene,CNF(PG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,477.15,0.15,5.00,55.00,13.20,100,68.28
PAN/Graphene,CNF(PG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,477.15,0.15,5.00,55.00,13.80,100,67.55
PAN/Graphene,CNF(PG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,477.15,0.15,5.00,55.00,14.40,100,66.86
PAN/Graphene,CNF(PG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,477.15,0.15,5.00,55.00,15.00,100,66.10
PAN/Graphene,CNF(PG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,477.15,0.15,5.00,55.00,15.60,100,64.99
PAN/Graphene,CNF(PG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,477.15,0.15,5.00,55.00,16.20,100,64.09
PAN/Graphene,CNF(PG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,477.15,0.15,5.00,55.00,16.80,100,63.57
PAN/Graphene,CNF(PG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,477.15,0.15,5.00,55.00,17.40,100,62.49
PAN/Graphene,CNF(PG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,477.15,0.15,5.00,55.00,18.00,100,61.77
PAN/Graphene,CNF(PG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,477.15,0.15,5.00,55.00,18.60,100,61.04
PAN/Graphene,CNF(PG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,477.15,0.15,5.00,55.00,19.20,100,60.33
PAN/Graphene,CNF(PG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,477.15,0.15,5.00,55.00,19.80,100,59.76
Carbonized,CNF(PMG1000),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,647.47,0.80,6.00,55.00,1.20,100,127.63
Carbonized,CNF(PMG1000),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,647.47,0.80,6.00,55.00,1.80,100,124.65
Carbonized,CNF(PMG1000),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,647.47,0.80,6.00,55.00,2.40,100,123.22
Carbonized,CNF(PMG1000),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,647.47,0.80,6.00,55.00,3.00,100,121.39
Carbonized,CNF(PMG1000),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,647.47,0.80,6.00,55.00,3.60,100,121.04
Carbonized,CNF(PMG1000),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,647.47,0.80,6.00,55.00,4.20,100,119.90
Carbonized,CNF(PMG1000),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,647.47,0.80,6.00,55.00,4.80,100,119.45
Carbonized,CNF(PMG1000),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,647.47,0.80,6.00,55.00,5.40,100,117.77
Carbonized,CNF(PMG1000),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,647.47,0.80,6.00,55.00,6.00,100,116.33
Carbonized,CNF(PMG1000),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,647.47,0.80,6.00,55.00,6.60,100,114.89
Carbonized,CNF(PMG1000),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,647.47,0.80,6.00,55.00,7.20,100,114.45
Carbonized,CNF(PMG1000),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,647.47,0.80,6.00,55.00,7.80,100,114.15
Carbonized,CNF(PMG1000),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,647.47,0.80,6.00,55.00,8.40,100,113.82
Carbonized,CNF(PMG1000),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,647.47,0.80,6.00,55.00,9.00,100,113.04
Carbonized,CNF(PMG1000),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,647.47,0.80,6.00,55.00,9.60,100,112.71
Carbonized,CNF(PMG1000),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,647.47,0.80,6.00,55.00,10.20,100,112.87
Carbonized,CNF(PMG1000),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,647.47,0.80,6.00,55.00,10.80,100,111.70
Carbonized,CNF(PMG1000),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,647.47,0.80,6.00,55.00,11.40,100,111.62
Carbonized,CNF(PMG1000),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,647.47,0.80,6.00,55.00,12.00,100,111.62
Carbonized,CNF(PMG1000),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,647.47,0.80,6.00,55.00,12.60,100,110.91
Carbonized,CNF(PMG1000),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,647.47,0.80,6.00,55.00,13.20,100,110.90
Carbonized,CNF(PMG1000),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,647.47,0.80,6.00,55.00,13.80,100,110.18
Carbonized,CNF(PMG1000),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,647.47,0.80,6.00,55.00,14.40,100,110.17
Carbonized,CNF(PMG1000),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,647.47,0.80,6.00,55.00,15.00,100,109.82
Carbonized,CNF(PMG1000),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,647.47,0.80,6.00,55.00,15.60,100,109.46
Carbonized,CNF(PMG1000),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,647.47,0.80,6.00,55.00,16.20,100,109.46
Carbonized,CNF(PMG1000),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,647.47,0.80,6.00,55.00,16.80,100,109.10
Carbonized,CNF(PMG1000),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,647.47,0.80,6.00,55.00,17.40,100,109.06
Carbonized,CNF(PMG1000),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,647.47,0.80,6.00,55.00,18.00,100,108.73
Carbonized,CNF(PMG1000),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,647.47,0.80,6.00,55.00,18.60,100,108.02
Carbonized,CNF(PMG1000),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,647.47,0.80,6.00,55.00,19.20,100,108.01
Carbonized,CNF(PMG1000),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,647.47,0.80,6.00,55.00,19.80,100,107.85
Carbonized,CNF(PMG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,551.32,0.35,10.00,55.00,1.20,100,157.87
Carbonized,CNF(PMG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,551.32,0.35,10.00,55.00,1.80,100,155.28
Carbonized,CNF(PMG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,551.32,0.35,10.00,55.00,2.40,100,152.99
Carbonized,CNF(PMG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,551.32,0.35,10.00,55.00,3.00,100,152.22
Carbonized,CNF(PMG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,551.32,0.35,10.00,55.00,3.60,100,149.15
Carbonized,CNF(PMG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,551.32,0.35,10.00,55.00,4.20,100,147.75
Carbonized,CNF(PMG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,551.32,0.35,10.00,55.00,4.80,100,145.15
Carbonized,CNF(PMG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,551.32,0.35,10.00,55.00,5.40,100,144.82
Carbonized,CNF(PMG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,551.32,0.35,10.00,55.00,6.00,100,143.38
Carbonized,CNF(PMG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,551.32,0.35,10.00,55.00,6.60,100,141.93
Carbonized,CNF(PMG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,551.32,0.35,10.00,55.00,7.20,100,140.19
Carbonized,CNF(PMG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,551.32,0.35,10.00,55.00,7.80,100,139.40
Carbonized,CNF(PMG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,551.32,0.35,10.00,55.00,8.40,100,138.26
Carbonized,CNF(PMG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,551.32,0.35,10.00,55.00,9.00,100,137.60
Carbonized,CNF(PMG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,551.32,0.35,10.00,55.00,9.60,100,136.54
Carbonized,CNF(PMG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,551.32,0.35,10.00,55.00,10.20,100,135.13
Carbonized,CNF(PMG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,551.32,0.35,10.00,55.00,10.80,100,135.46
Carbonized,CNF(PMG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,551.32,0.35,10.00,55.00,11.40,100,135.46
Carbonized,CNF(PMG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,551.32,0.35,10.00,55.00,12.00,100,135.10
Carbonized,CNF(PMG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,551.32,0.35,10.00,55.00,12.60,100,134.75
Carbonized,CNF(PMG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,551.32,0.35,10.00,55.00,13.20,100,134.74
Carbonized,CNF(PMG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,551.32,0.35,10.00,55.00,13.80,100,134.03
Carbonized,CNF(PMG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,551.32,0.35,10.00,55.00,14.40,100,134.20
Carbonized,CNF(PMG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,551.32,0.35,10.00,55.00,15.00,100,133.66
Carbonized,CNF(PMG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,551.32,0.35,10.00,55.00,15.60,100,133.30
Carbonized,CNF(PMG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,551.32,0.35,10.00,55.00,16.20,100,133.30
Carbonized,CNF(PMG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,551.32,0.35,10.00,55.00,16.80,100,132.58
Carbonized,CNF(PMG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,551.32,0.35,10.00,55.00,17.40,100,132.57
Carbonized,CNF(PMG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,551.32,0.35,10.00,55.00,18.00,100,132.22
Carbonized,CNF(PMG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,551.32,0.35,10.00,55.00,18.60,100,131.85
Carbonized,CNF(PMG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,551.32,0.35,10.00,55.00,19.20,100,131.86
Carbonized,CNF(PMG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,551.32,0.35,10.00,55.00,19.80,100,131.76
Carbonized,CNF(PMG1000),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,647.47,0.80,6.00,55.00,1.00,100,109.76
Carbonized,CNF(PMG1000),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,647.47,0.80,6.00,55.00,1.50,100,108.91
Carbonized,CNF(PMG1000),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,647.47,0.80,6.00,55.00,2.00,100,107.37
Carbonized,CNF(PMG1000),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,647.47,0.80,6.00,55.00,2.50,100,106.17
Carbonized,CNF(PMG1000),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,647.47,0.80,6.00,55.00,3.00,100,105.78
Carbonized,CNF(PMG1000),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,647.47,0.80,6.00,55.00,3.50,100,104.94
Carbonized,CNF(PMG1000),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,647.47,0.80,6.00,55.00,4.00,100,104.02
Carbonized,CNF(PMG1000),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,647.47,0.80,6.00,55.00,4.50,100,103.23
Carbonized,CNF(PMG1000),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,647.47,0.80,6.00,55.00,5.00,100,103.24
Carbonized,CNF(PMG1000),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,647.47,0.80,6.00,55.00,5.50,100,102.25
Carbonized,CNF(PMG1000),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,647.47,0.80,6.00,55.00,6.00,100,102.45
Carbonized,CNF(PMG1000),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,647.47,0.80,6.00,55.00,6.50,100,102.25
Carbonized,CNF(PMG1000),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,647.47,0.80,6.00,55.00,7.00,100,101.55
Carbonized,CNF(PMG1000),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,647.47,0.80,6.00,55.00,7.50,100,101.27
Carbonized,CNF(PMG1000),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,647.47,0.80,6.00,55.00,8.00,100,101.86
Carbonized,CNF(PMG1000),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,647.47,0.80,6.00,55.00,8.50,100,101.86
Carbonized,CNF(PMG1000),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,647.47,0.80,6.00,55.00,9.00,100,101.86
Carbonized,CNF(PMG1000),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,647.47,0.80,6.00,55.00,9.50,100,101.08
Carbonized,CNF(PMG1000),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,647.47,0.80,6.00,55.00,10.00,100,101.04
Carbonized,CNF(PMG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,551.32,0.35,10.00,55.00,0.50,100,133.30
Carbonized,CNF(PMG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,551.32,0.35,10.00,55.00,1.00,100,128.75
Carbonized,CNF(PMG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,551.32,0.35,10.00,55.00,1.50,100,126.93
Carbonized,CNF(PMG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,551.32,0.35,10.00,55.00,2.00,100,124.91
Carbonized,CNF(PMG800),6.00,KOH,two symmetric CNF,Symmetric supercapacitor cells,0.50,551.32,0.35,10.00,55.00,2.50,100,123.40
